testDate,expression,movement,quality,benchmarkPct,pid
02/07/2023,dynamic,jump,pre-load,0.5335,1
13/07/2023,isometric,upper body,pull,,1
16/07/2023,dynamic,jump,land,0.6975,1
19/07/2023,dynamic,upper body,push,0.33,1
24/07/2023,dynamic,upper body,push,0.33,1
31/07/2023,isometric,agility,rotate,,1
04/08/2023,isometric,sprint,acceleration,,1
01/09/2023,isometric,upper body,push,,1
01/09/2023,dynamic,agility,deceleration,0.877,1
20/09/2023,dynamic,sprint,acceleration,0.4305,1
23/09/2023,isometric,sprint,acceleration,0.52,1
24/09/2023,dynamic,upper body,push,0.4305,1
26/09/2023,dynamic,agility,acceleration,0.4305,1
27/09/2023,isometric,jump,take off,,1
29/09/2023,isometric,sprint,max velocity,,1
14/10/2023,dynamic,agility,acceleration,0.4305,1
20/10/2023,isometric,upper body,grapple,,1
20/10/2023,isometric,agility,acceleration,0.52,1
22/10/2023,isometric,upper body,push,0.67,1
27/10/2023,dynamic,upper body,push,0.4305,1
28/10/2023,isometric,sprint,acceleration,0.52,1
28/10/2023,dynamic,sprint,max velocity,0.6475,1
31/10/2023,dynamic,jump,land,0.6615,1
25/11/2023,dynamic,upper body,pull,0.871,1
26/11/2023,isometric,jump,take off,,1
11/12/2023,dynamic,agility,deceleration,0.87,1
05/01/2024,dynamic,upper body,push,0.426,1
06/01/2024,isometric,upper body,pull,,1
21/01/2024,dynamic,upper body,push,0.43,1
26/01/2024,dynamic,agility,deceleration,0.879,1
25/02/2024,dynamic,upper body,push,0.4445,1
25/02/2024,dynamic,agility,deceleration,0.89,1
12/03/2024,isometric,agility,acceleration,0.52,1
29/03/2024,dynamic,jump,pre-load,0.524,1
08/04/2024,isometric,upper body,pull,,1
09/04/2024,isometric,sprint,acceleration,0.52,1
09/04/2024,isometric,sprint,max velocity,,1
13/04/2024,isometric,upper body,pull,,1
21/04/2024,isometric,jump,take off,,1
22/04/2024,isometric,jump,land,,1
27/04/2024,dynamic,upper body,pull,0.89,1
02/05/2024,isometric,jump,pre-load,0.52,1
04/05/2024,dynamic,upper body,push,0.43,1
18/05/2024,isometric,upper body,push,0.704,1
30/05/2024,dynamic,agility,acceleration,0.43,1
01/06/2024,isometric,upper body,grapple,,1
03/06/2024,dynamic,jump,land,0.664,1
13/06/2024,isometric,upper body,grapple,,1
03/07/2024,dynamic,jump,pre-load,0.482,1
05/07/2024,dynamic,jump,pre-load,0.482,1
06/07/2024,isometric,upper body,push,0.698,1
21/07/2024,dynamic,sprint,acceleration,0.488,1
29/07/2024,isometric,sprint,max velocity,0.762,1
17/08/2024,dynamic,upper body,push,0.428,1
23/08/2024,isometric,upper body,grapple,0.5075,1
03/09/2024,isometric,upper body,grapple,0.6405,1
04/09/2024,dynamic,upper body,push,0.496,1
09/09/2024,dynamic,jump,take off,0.717,1
12/09/2024,dynamic,sprint,acceleration,0.4955,1
17/09/2024,isometric,sprint,acceleration,0.72,1
24/09/2024,dynamic,jump,pre-load,0.57,1
11/10/2024,dynamic,sprint,acceleration,0.498,1
15/10/2024,dynamic,upper body,pull,0.868,1
18/10/2024,isometric,upper body,grapple,0.6595,1
27/10/2024,isometric,jump,land,0.444,1
27/10/2024,isometric,upper body,grapple,0.6695,1
10/11/2024,dynamic,agility,acceleration,0.47,1
11/11/2024,isometric,agility,acceleration,0.7515,1
17/11/2024,dynamic,agility,deceleration,0.88,1
25/11/2024,dynamic,sprint,acceleration,0.47,1
26/11/2024,dynamic,agility,deceleration,0.88,1
28/11/2024,isometric,upper body,pull,,1
04/12/2024,isometric,upper body,push,0.876,1
13/12/2024,isometric,upper body,grapple,0.68,1
17/12/2024,isometric,agility,deceleration,0.9155,1
21/12/2024,dynamic,sprint,max velocity,0.666,1
26/12/2024,isometric,sprint,acceleration,0.79,1
28/12/2024,isometric,jump,take off,0.42,1
31/12/2024,isometric,agility,acceleration,0.79,1
31/12/2024,isometric,sprint,acceleration,0.79,1
03/01/2025,isometric,jump,pre-load,0.79,1
04/01/2025,dynamic,agility,deceleration,0.856,1
23/01/2025,dynamic,jump,take off,0.69,1
28/01/2025,isometric,upper body,pull,0.4525,1
11/02/2025,isometric,agility,rotate,0.6415,1
25/02/2025,dynamic,jump,take off,0.68,1
08/03/2025,dynamic,sprint,acceleration,0.495,1
09/07/2023,isometric,upper body,push,,1
29/07/2023,isometric,jump,land,,1
30/07/2023,isometric,upper body,pull,,1
31/07/2023,dynamic,upper body,pull,0.8525,1
03/08/2023,isometric,upper body,grapple,,1
06/08/2023,isometric,agility,rotate,,1
13/08/2023,dynamic,jump,take off,0.7335,1
02/09/2023,dynamic,jump,pre-load,0.62,1
13/09/2023,isometric,sprint,max velocity,,1
18/09/2023,dynamic,sprint,acceleration,0.388,1
23/09/2023,dynamic,agility,deceleration,0.871,1
01/10/2023,dynamic,agility,deceleration,0.871,1
05/10/2023,isometric,sprint,max velocity,,1
07/10/2023,isometric,jump,pre-load,0.52,1
10/10/2023,isometric,sprint,max velocity,,1
15/10/2023,dynamic,jump,pre-load,0.587,1
17/10/2023,dynamic,jump,land,0.6615,1
17/10/2023,dynamic,sprint,max velocity,0.579,1
26/10/2023,isometric,agility,acceleration,0.52,1
01/11/2023,isometric,sprint,acceleration,0.52,1
02/12/2023,isometric,jump,take off,,1
02/12/2023,isometric,agility,acceleration,0.52,1
05/12/2023,isometric,sprint,acceleration,0.52,1
16/12/2023,isometric,upper body,pull,,1
28/12/2023,isometric,agility,rotate,,1
04/01/2024,isometric,jump,take off,,1
04/01/2024,dynamic,agility,acceleration,0.426,1
08/01/2024,isometric,upper body,push,0.664,1
15/01/2024,isometric,jump,take off,,1
18/01/2024,dynamic,agility,acceleration,0.43,1
21/01/2024,isometric,upper body,grapple,,1
27/01/2024,isometric,jump,take off,,1
10/02/2024,dynamic,sprint,max velocity,0.637,1
17/02/2024,isometric,agility,rotate,,1
18/02/2024,isometric,upper body,pull,,1
29/02/2024,isometric,upper body,pull,,1
29/02/2024,isometric,sprint,acceleration,0.52,1
01/03/2024,dynamic,upper body,push,0.4445,1
12/03/2024,isometric,jump,take off,,1
13/03/2024,isometric,upper body,grapple,,1
17/03/2024,dynamic,jump,pre-load,0.524,1
06/04/2024,dynamic,upper body,push,0.44,1
17/04/2024,isometric,jump,land,,1
25/04/2024,dynamic,upper body,pull,0.89,1
04/05/2024,isometric,upper body,grapple,,1
15/05/2024,dynamic,sprint,max velocity,0.625,1
23/05/2024,dynamic,upper body,push,0.43,1
25/05/2024,dynamic,jump,pre-load,0.4655,1
25/05/2024,isometric,agility,deceleration,1.1365,1
29/05/2024,dynamic,jump,land,0.664,1
31/05/2024,isometric,jump,take off,,1
15/06/2024,isometric,jump,take off,,1
23/06/2024,dynamic,jump,take off,0.639,1
02/07/2024,isometric,agility,deceleration,1.135,1
05/07/2024,isometric,upper body,grapple,,1
16/07/2024,dynamic,upper body,pull,0.894,1
18/07/2024,isometric,jump,take off,0.3975,1
02/08/2024,isometric,jump,land,0.372,1
10/08/2024,isometric,jump,take off,0.363,1
14/08/2024,isometric,jump,take off,0.363,1
17/08/2024,dynamic,sprint,acceleration,0.428,1
19/08/2024,isometric,upper body,grapple,0.384,1
23/08/2024,isometric,sprint,acceleration,0.7305,1
27/08/2024,dynamic,jump,land,0.641,1
28/08/2024,dynamic,upper body,pull,0.9,1
04/09/2024,dynamic,sprint,acceleration,0.496,1
06/09/2024,isometric,agility,deceleration,0.94,1
18/09/2024,dynamic,upper body,push,0.494,1
24/09/2024,isometric,upper body,push,0.936,1
02/10/2024,isometric,upper body,grapple,0.6625,1
16/10/2024,dynamic,agility,deceleration,0.868,1
25/10/2024,isometric,sprint,acceleration,0.6935,1
27/10/2024,isometric,sprint,acceleration,0.6935,1
09/11/2024,dynamic,upper body,pull,0.88,1
10/11/2024,isometric,sprint,acceleration,0.7515,1
17/11/2024,dynamic,jump,take off,0.69,1
21/11/2024,isometric,jump,pre-load,0.799,1
21/11/2024,dynamic,agility,deceleration,0.88,1
14/12/2024,isometric,agility,deceleration,0.9155,1
16/12/2024,dynamic,jump,land,0.728,1
23/12/2024,isometric,sprint,max velocity,0.685,1
29/12/2024,dynamic,sprint,acceleration,0.498,1
31/12/2024,isometric,agility,deceleration,0.9155,1
19/01/2025,isometric,agility,deceleration,0.955,1
28/01/2025,dynamic,agility,acceleration,0.5,1
29/01/2025,dynamic,jump,land,0.7465,1
05/02/2025,dynamic,agility,acceleration,0.495,1
06/02/2025,dynamic,agility,acceleration,0.495,1
24/02/2025,isometric,sprint,max velocity,0.707,1
07/03/2025,dynamic,jump,pre-load,0.5225,1
07/03/2025,isometric,upper body,push,0.9555,1
09/03/2025,dynamic,upper body,pull,0.88,1
12/03/2025,dynamic,upper body,pull,0.88,1
02/07/2023,dynamic,upper body,pull,0.842,1
06/07/2023,isometric,jump,pre-load,,1
18/07/2023,dynamic,upper body,pull,0.8525,1
19/07/2023,dynamic,jump,take off,0.74,1
21/07/2023,isometric,agility,deceleration,0.781,1
29/07/2023,dynamic,agility,deceleration,0.8525,1
17/08/2023,dynamic,agility,acceleration,0.3395,1
19/08/2023,isometric,upper body,push,,1
09/09/2023,dynamic,upper body,pull,0.877,1
15/09/2023,isometric,jump,land,,1
16/09/2023,dynamic,upper body,push,0.388,1
20/09/2023,isometric,upper body,push,,1
01/10/2023,isometric,jump,take off,,1
01/10/2023,dynamic,upper body,push,0.4305,1
26/10/2023,isometric,upper body,pull,,1
29/10/2023,dynamic,jump,take off,0.6955,1
31/10/2023,dynamic,agility,deceleration,0.871,1
01/11/2023,isometric,sprint,max velocity,,1
03/11/2023,dynamic,jump,take off,0.651,1
15/11/2023,isometric,agility,deceleration,1.038,1
21/11/2023,dynamic,upper body,pull,0.871,1
22/11/2023,isometric,upper body,grapple,,1
23/11/2023,dynamic,jump,take off,0.631,1
09/12/2023,isometric,agility,rotate,,1
16/12/2023,isometric,jump,take off,,1
16/12/2023,dynamic,agility,acceleration,0.43,1
26/12/2023,isometric,agility,rotate,,1
17/01/2024,dynamic,jump,take off,0.625,1
23/01/2024,isometric,upper body,grapple,,1
02/02/2024,isometric,jump,pre-load,0.52,1
03/02/2024,isometric,sprint,acceleration,0.52,1
05/02/2024,isometric,sprint,acceleration,0.52,1
07/02/2024,dynamic,jump,land,0.668,1
07/02/2024,dynamic,sprint,acceleration,0.4445,1
10/02/2024,isometric,upper body,pull,,1
18/02/2024,dynamic,sprint,acceleration,0.4345,1
27/02/2024,isometric,agility,acceleration,0.52,1
03/03/2024,dynamic,agility,acceleration,0.4445,1
05/03/2024,isometric,agility,rotate,,1
12/03/2024,isometric,upper body,push,0.704,1
30/03/2024,dynamic,upper body,pull,0.89,1
08/04/2024,isometric,upper body,grapple,,1
16/04/2024,isometric,agility,acceleration,0.52,1
20/04/2024,dynamic,agility,deceleration,0.89,1
27/04/2024,isometric,agility,rotate,,1
30/04/2024,isometric,sprint,acceleration,0.52,1
03/05/2024,isometric,sprint,acceleration,0.52,1
14/05/2024,isometric,agility,acceleration,0.49,1
14/05/2024,isometric,sprint,max velocity,0.1995,1
22/05/2024,dynamic,jump,pre-load,0.4655,1
27/05/2024,isometric,jump,pre-load,0.49,1
27/05/2024,isometric,agility,acceleration,0.49,1
01/06/2024,dynamic,agility,acceleration,0.43,1
12/06/2024,dynamic,upper body,push,0.43,1
20/06/2024,isometric,agility,deceleration,1.1365,1
14/07/2024,isometric,upper body,push,0.922,1
25/07/2024,isometric,jump,pre-load,0.685,1
31/07/2024,dynamic,sprint,max velocity,0.6795,1
02/08/2024,dynamic,jump,land,0.652,1
04/08/2024,dynamic,agility,deceleration,0.852,1
19/08/2024,isometric,jump,land,0.363,1
23/08/2024,isometric,upper body,pull,,1
24/08/2024,isometric,agility,acceleration,0.7305,1
01/09/2024,isometric,sprint,acceleration,0.731,1
06/09/2024,dynamic,sprint,max velocity,0.688,1
23/09/2024,isometric,upper body,pull,,1
27/09/2024,dynamic,upper body,push,0.494,1
29/09/2024,isometric,sprint,max velocity,0.6975,1
05/10/2024,dynamic,agility,acceleration,0.494,1
16/10/2024,isometric,sprint,max velocity,0.68,1
27/10/2024,dynamic,jump,land,0.666,1
04/11/2024,isometric,jump,land,0.39,1
14/11/2024,isometric,upper body,push,0.936,1
21/11/2024,dynamic,jump,land,0.666,1
23/11/2024,dynamic,upper body,push,0.47,1
27/11/2024,isometric,sprint,max velocity,0.73,1
29/11/2024,isometric,sprint,acceleration,0.79,1
30/11/2024,isometric,upper body,push,0.876,1
14/12/2024,dynamic,jump,land,0.728,1
17/12/2024,dynamic,upper body,pull,0.876,1
23/12/2024,dynamic,agility,acceleration,0.498,1
26/12/2024,isometric,agility,rotate,0.6705,1
27/12/2024,isometric,upper body,pull,0.46,1
30/12/2024,dynamic,jump,take off,0.6955,1
31/12/2024,isometric,sprint,max velocity,0.67,1
08/01/2025,dynamic,jump,take off,0.675,1
10/01/2025,dynamic,upper body,pull,0.853,1
13/01/2025,dynamic,sprint,acceleration,0.5,1
20/01/2025,dynamic,sprint,max velocity,0.667,1
22/01/2025,dynamic,jump,take off,0.67,1
25/01/2025,isometric,upper body,grapple,0.6675,1
27/01/2025,dynamic,sprint,acceleration,0.5,1
05/02/2025,isometric,upper body,push,0.96,1
07/02/2025,isometric,agility,rotate,0.6415,1
17/02/2025,isometric,jump,take off,0.3955,1
17/02/2025,isometric,agility,rotate,0.6385,1
19/02/2025,isometric,upper body,grapple,0.6385,1
25/02/2025,dynamic,agility,acceleration,0.495,1
04/03/2025,dynamic,jump,land,0.735,1
04/03/2025,isometric,jump,pre-load,0.787,1
04/07/2023,isometric,jump,land,,1
08/07/2023,isometric,upper body,pull,,1
17/07/2023,dynamic,agility,acceleration,0.33,1
19/07/2023,isometric,agility,rotate,,1
23/07/2023,isometric,upper body,push,,1
24/07/2023,isometric,agility,deceleration,0.781,1
26/07/2023,dynamic,jump,pre-load,0.589,1
30/07/2023,isometric,agility,deceleration,0.781,1
08/08/2023,isometric,upper body,push,,1
20/08/2023,dynamic,sprint,max velocity,0.67,1
24/08/2023,dynamic,upper body,pull,0.87,1
27/08/2023,dynamic,agility,acceleration,0.388,1
03/09/2023,dynamic,sprint,max velocity,0.5845,1
10/09/2023,dynamic,jump,land,0.69,1
13/09/2023,dynamic,upper body,push,0.388,1
16/09/2023,isometric,upper body,push,,1
24/09/2023,isometric,sprint,max velocity,,1
06/10/2023,isometric,sprint,acceleration,0.52,1
20/10/2023,isometric,agility,deceleration,1.038,1
23/10/2023,isometric,jump,take off,,1
27/10/2023,isometric,jump,take off,,1
16/11/2023,isometric,agility,rotate,,1
28/11/2023,isometric,jump,pre-load,0.52,1
30/11/2023,dynamic,agility,deceleration,0.87,1
03/12/2023,isometric,jump,land,,1
08/12/2023,dynamic,upper body,pull,0.87,1
13/12/2023,isometric,agility,rotate,,1
16/12/2023,isometric,agility,rotate,,1
19/12/2023,dynamic,jump,land,0.68,1
22/12/2023,dynamic,agility,deceleration,0.87,1
25/12/2023,isometric,upper body,pull,,1
25/12/2023,isometric,sprint,acceleration,0.52,1
29/12/2023,isometric,sprint,acceleration,0.52,1
31/12/2023,isometric,jump,land,,1
01/01/2024,dynamic,upper body,pull,0.87,1
24/01/2024,isometric,upper body,pull,,1
31/01/2024,dynamic,jump,take off,0.625,1
09/02/2024,isometric,jump,land,,1
12/02/2024,dynamic,jump,pre-load,0.507,1
14/02/2024,isometric,upper body,push,0.772,1
28/02/2024,isometric,jump,pre-load,0.52,1
11/03/2024,dynamic,jump,pre-load,0.5,1
19/03/2024,dynamic,agility,deceleration,0.89,1
19/03/2024,isometric,sprint,max velocity,,1
01/04/2024,isometric,agility,rotate,,1
06/04/2024,isometric,jump,take off,,1
06/04/2024,isometric,sprint,max velocity,,1
15/04/2024,dynamic,upper body,pull,0.89,1
21/04/2024,isometric,upper body,pull,,1
02/05/2024,isometric,jump,land,,1
03/05/2024,isometric,upper body,grapple,,1
14/05/2024,dynamic,agility,acceleration,0.43,1
19/05/2024,dynamic,sprint,max velocity,0.625,1
26/05/2024,dynamic,upper body,push,0.43,1
04/07/2024,dynamic,upper body,pull,0.89,1
15/07/2024,isometric,jump,pre-load,0.685,1
19/07/2024,dynamic,jump,take off,0.715,1
22/07/2024,isometric,upper body,pull,,1
05/08/2024,isometric,sprint,acceleration,0.7305,1
08/08/2024,isometric,upper body,pull,,1
17/08/2024,dynamic,jump,pre-load,0.5095,1
17/08/2024,isometric,upper body,grapple,0.384,1
19/08/2024,dynamic,upper body,push,0.428,1
23/08/2024,dynamic,sprint,acceleration,0.428,1
29/08/2024,dynamic,jump,take off,0.6915,1
05/09/2024,isometric,jump,land,0.33,1
06/09/2024,dynamic,jump,take off,0.72,1
14/09/2024,isometric,jump,take off,0.368,1
22/09/2024,isometric,upper body,pull,,1
27/09/2024,dynamic,jump,land,0.648,1
28/09/2024,dynamic,sprint,acceleration,0.494,1
07/10/2024,isometric,upper body,pull,,1
28/10/2024,isometric,agility,deceleration,0.8515,1
28/10/2024,dynamic,sprint,acceleration,0.486,1
01/11/2024,isometric,agility,deceleration,0.86,1
06/11/2024,isometric,upper body,grapple,0.6795,1
08/11/2024,dynamic,upper body,pull,0.88,1
09/11/2024,isometric,agility,acceleration,0.7515,1
16/11/2024,isometric,sprint,max velocity,0.6325,1
18/11/2024,dynamic,upper body,push,0.47,1
25/11/2024,isometric,jump,take off,0.444,1
26/11/2024,dynamic,jump,land,0.666,1
30/11/2024,isometric,sprint,acceleration,0.79,1
06/12/2024,isometric,agility,deceleration,0.8655,1
13/12/2024,dynamic,upper body,pull,0.876,1
19/12/2024,isometric,agility,rotate,0.68,1
25/12/2024,isometric,jump,land,0.42,1
26/12/2024,dynamic,upper body,pull,0.876,1
04/01/2025,isometric,agility,rotate,0.6705,1
06/01/2025,isometric,jump,take off,0.42,1
23/01/2025,dynamic,agility,acceleration,0.5,1
23/01/2025,isometric,sprint,max velocity,0.749,1
24/01/2025,isometric,jump,take off,0.4495,1
28/01/2025,isometric,jump,land,0.4495,1
12/02/2025,dynamic,agility,acceleration,0.495,1
04/03/2025,isometric,agility,deceleration,0.96,1
07/03/2025,dynamic,jump,take off,0.68,1
12/03/2025,isometric,agility,rotate,0.627,1
02/07/2023,dynamic,jump,land,0.729,1
05/07/2023,isometric,upper body,pull,,1
08/07/2023,isometric,jump,pre-load,,1
09/07/2023,dynamic,jump,pre-load,0.5835,1
09/07/2023,dynamic,agility,deceleration,0.87,1
11/07/2023,dynamic,upper body,pull,0.867,1
25/07/2023,isometric,sprint,max velocity,,1
05/08/2023,dynamic,agility,deceleration,0.8525,1
08/08/2023,isometric,jump,land,,1
14/08/2023,isometric,upper body,pull,,1
14/08/2023,isometric,agility,rotate,,1
19/08/2023,dynamic,sprint,max velocity,0.67,1
20/08/2023,isometric,agility,rotate,,1
21/08/2023,dynamic,sprint,acceleration,0.412,1
23/08/2023,dynamic,jump,land,0.69,1
07/09/2023,dynamic,upper body,pull,0.877,1
26/09/2023,isometric,sprint,max velocity,,1
30/09/2023,dynamic,upper body,pull,0.871,1
04/10/2023,dynamic,jump,pre-load,0.564,1
08/10/2023,dynamic,jump,take off,0.68,1
11/10/2023,dynamic,sprint,max velocity,0.5705,1
19/10/2023,isometric,jump,take off,,1
01/11/2023,isometric,agility,rotate,,1
03/11/2023,isometric,jump,take off,,1
10/11/2023,isometric,sprint,acceleration,0.52,1
17/11/2023,isometric,jump,pre-load,0.52,1
20/11/2023,isometric,upper body,pull,,1
06/12/2023,isometric,jump,pre-load,0.52,1
06/12/2023,isometric,sprint,max velocity,,1
11/12/2023,dynamic,agility,acceleration,0.43,1
14/12/2023,isometric,jump,land,,1
17/12/2023,isometric,jump,pre-load,0.52,1
17/12/2023,isometric,sprint,acceleration,0.52,1
27/12/2023,isometric,jump,land,,1
27/12/2023,isometric,sprint,acceleration,0.52,1
11/01/2024,dynamic,sprint,max velocity,0.598,1
21/01/2024,dynamic,agility,deceleration,0.879,1
10/02/2024,dynamic,jump,take off,0.6225,1
04/03/2024,isometric,upper body,push,0.704,1
06/03/2024,isometric,sprint,max velocity,,1
15/03/2024,dynamic,jump,pre-load,0.524,1
17/03/2024,isometric,sprint,acceleration,0.52,1
18/03/2024,dynamic,upper body,push,0.4445,1
20/03/2024,isometric,sprint,acceleration,0.52,1
21/03/2024,dynamic,jump,land,0.668,1
22/03/2024,isometric,sprint,max velocity,,1
01/04/2024,isometric,agility,deceleration,1.138,1
15/04/2024,dynamic,agility,deceleration,0.89,1
23/04/2024,isometric,agility,rotate,,1
26/04/2024,dynamic,agility,deceleration,0.89,1
03/05/2024,dynamic,jump,pre-load,0.521,1
10/05/2024,isometric,sprint,acceleration,0.52,1
14/05/2024,isometric,agility,rotate,,1
21/05/2024,dynamic,agility,deceleration,0.876,1
21/05/2024,dynamic,sprint,max velocity,0.625,1
27/05/2024,isometric,jump,land,,1
28/05/2024,isometric,sprint,acceleration,0.49,1
11/06/2024,dynamic,sprint,acceleration,0.43,1
19/06/2024,isometric,agility,deceleration,1.1365,1
04/07/2024,dynamic,agility,acceleration,0.43,1
19/07/2024,isometric,agility,rotate,0.278,1
28/07/2024,dynamic,sprint,acceleration,0.485,1
29/07/2024,dynamic,jump,land,0.675,1
02/08/2024,isometric,upper body,grapple,0.384,1
03/08/2024,isometric,jump,take off,0.372,1
05/08/2024,dynamic,sprint,max velocity,0.6795,1
06/08/2024,dynamic,agility,acceleration,0.428,1
07/08/2024,isometric,upper body,grapple,0.384,1
17/08/2024,isometric,jump,take off,0.363,1
23/08/2024,dynamic,jump,pre-load,0.5095,1
08/09/2024,isometric,upper body,push,0.936,1
15/09/2024,isometric,jump,land,0.368,1
16/09/2024,isometric,jump,land,0.386,1
22/09/2024,dynamic,upper body,push,0.494,1
08/10/2024,dynamic,sprint,acceleration,0.498,1
11/10/2024,isometric,jump,pre-load,0.6925,1
17/10/2024,dynamic,jump,take off,0.7165,1
18/10/2024,isometric,sprint,max velocity,0.68,1
23/10/2024,isometric,upper body,grapple,0.6695,1
27/10/2024,dynamic,sprint,acceleration,0.486,1
01/11/2024,isometric,jump,land,0.39,1
05/11/2024,isometric,upper body,push,0.936,1
06/11/2024,isometric,agility,rotate,0.6795,1
29/11/2024,isometric,agility,rotate,0.6795,1
05/12/2024,isometric,agility,deceleration,0.8655,1
06/12/2024,isometric,jump,take off,0.42,1
15/12/2024,dynamic,agility,acceleration,0.498,1
17/12/2024,isometric,jump,land,0.4,1
24/12/2024,dynamic,upper body,push,0.498,1
28/12/2024,dynamic,jump,pre-load,0.5305,1
30/12/2024,isometric,jump,land,0.42,1
30/12/2024,dynamic,sprint,acceleration,0.498,1
01/01/2025,isometric,upper body,grapple,0.6705,1
09/01/2025,dynamic,agility,acceleration,0.5,1
15/01/2025,isometric,agility,rotate,0.6675,1
21/01/2025,isometric,jump,take off,0.46,1
22/01/2025,isometric,sprint,acceleration,0.7475,1
30/01/2025,isometric,upper body,grapple,0.6445,1
19/02/2025,dynamic,sprint,max velocity,0.651,1
22/02/2025,isometric,upper body,push,0.9555,1
26/02/2025,dynamic,sprint,acceleration,0.495,1
08/07/2023,dynamic,sprint,acceleration,0.32,1
17/07/2023,isometric,agility,deceleration,0.781,1
19/07/2023,isometric,jump,land,,1
24/07/2023,dynamic,jump,land,0.6975,1
29/07/2023,isometric,agility,deceleration,0.781,1
07/08/2023,dynamic,jump,land,0.6975,1
09/08/2023,isometric,jump,land,,1
10/08/2023,isometric,sprint,acceleration,,1
11/08/2023,dynamic,jump,pre-load,0.6175,1
13/08/2023,isometric,agility,deceleration,0.9525,1
14/08/2023,dynamic,sprint,acceleration,0.358,1
16/08/2023,isometric,jump,land,,1
18/08/2023,isometric,sprint,acceleration,,1
19/08/2023,isometric,agility,acceleration,,1
03/09/2023,isometric,jump,take off,,1
14/09/2023,dynamic,jump,take off,0.7085,1
15/09/2023,isometric,jump,pre-load,0.52,1
16/09/2023,dynamic,agility,acceleration,0.388,1
17/09/2023,isometric,sprint,max velocity,,1
21/09/2023,isometric,jump,pre-load,0.52,1
25/09/2023,isometric,upper body,push,,1
11/10/2023,isometric,agility,acceleration,0.52,1
14/10/2023,isometric,sprint,acceleration,0.52,1
16/10/2023,isometric,jump,take off,,1
21/10/2023,dynamic,jump,take off,0.74,1
29/10/2023,isometric,upper body,push,0.67,1
29/10/2023,isometric,agility,deceleration,1.038,1
14/11/2023,dynamic,jump,land,0.69,1
20/11/2023,dynamic,upper body,pull,0.871,1
28/11/2023,isometric,upper body,push,0.67,1
29/11/2023,isometric,sprint,max velocity,,1
18/12/2023,isometric,jump,pre-load,0.52,1
21/12/2023,isometric,jump,pre-load,0.52,1
05/01/2024,isometric,agility,rotate,,1
20/01/2024,dynamic,jump,pre-load,0.498,1
22/01/2024,dynamic,agility,deceleration,0.879,1
27/01/2024,dynamic,jump,land,0.668,1
07/02/2024,dynamic,jump,take off,0.64,1
07/02/2024,isometric,upper body,push,0.772,1
07/02/2024,isometric,agility,deceleration,1.148,1
12/02/2024,dynamic,sprint,acceleration,0.4345,1
16/02/2024,dynamic,sprint,acceleration,0.4345,1
26/02/2024,isometric,agility,deceleration,1.148,1
01/03/2024,isometric,upper body,grapple,,1
09/03/2024,isometric,jump,land,,1
20/03/2024,isometric,upper body,pull,,1
24/03/2024,isometric,sprint,acceleration,0.52,1
08/04/2024,dynamic,agility,acceleration,0.44,1
09/04/2024,dynamic,sprint,max velocity,0.628,1
10/04/2024,dynamic,upper body,pull,0.89,1
17/04/2024,isometric,sprint,max velocity,-0.2,1
28/04/2024,dynamic,jump,take off,0.63,1
29/04/2024,isometric,agility,rotate,,1
01/05/2024,isometric,sprint,max velocity,0.1995,1
02/05/2024,isometric,upper body,push,0.704,1
17/05/2024,isometric,jump,take off,,1
19/05/2024,dynamic,jump,land,0.664,1
20/05/2024,isometric,sprint,max velocity,0.1995,1
31/05/2024,isometric,jump,pre-load,0.49,1
05/06/2024,dynamic,agility,acceleration,0.43,1
16/06/2024,dynamic,jump,take off,0.62,1
16/06/2024,isometric,agility,acceleration,0.49,1
24/06/2024,dynamic,sprint,max velocity,0.625,1
13/07/2024,isometric,agility,rotate,-0.1675,1
14/07/2024,dynamic,sprint,acceleration,0.488,1
15/07/2024,dynamic,upper body,push,0.488,1
21/07/2024,dynamic,jump,pre-load,0.469,1
15/08/2024,isometric,upper body,push,0.96,1
22/08/2024,isometric,upper body,pull,,1
07/09/2024,isometric,sprint,max velocity,0.698,1
11/09/2024,dynamic,agility,acceleration,0.4955,1
14/09/2024,isometric,agility,acceleration,0.7275,1
16/09/2024,isometric,sprint,max velocity,0.698,1
21/09/2024,isometric,jump,land,0.426,1
22/09/2024,isometric,agility,rotate,0.613,1
23/09/2024,isometric,jump,take off,0.426,1
28/09/2024,isometric,agility,acceleration,0.72,1
06/10/2024,isometric,jump,land,0.426,1
10/10/2024,dynamic,jump,pre-load,0.5375,1
10/10/2024,dynamic,upper body,pull,0.868,1
15/10/2024,dynamic,jump,land,0.65,1
19/10/2024,isometric,upper body,grapple,0.6595,1
21/10/2024,isometric,jump,take off,0.426,1
22/10/2024,dynamic,sprint,acceleration,0.486,1
23/10/2024,isometric,jump,pre-load,0.6935,1
25/10/2024,dynamic,jump,pre-load,0.5375,1
29/10/2024,isometric,jump,pre-load,0.6935,1
12/11/2024,dynamic,upper body,push,0.47,1
22/11/2024,isometric,jump,take off,0.444,1
26/11/2024,isometric,upper body,grapple,0.6795,1
30/11/2024,isometric,upper body,grapple,0.6795,1
25/12/2024,dynamic,agility,acceleration,0.498,1
01/01/2025,dynamic,agility,acceleration,0.498,1
02/01/2025,isometric,upper body,push,0.876,1
09/01/2025,isometric,agility,rotate,0.6675,1
23/01/2025,dynamic,jump,land,0.7465,1
